coder,subnum,2,3,4,5,6,7,8,9,10,11,12,30,6,7,60,400,40,4,4000,1,80,40,pvTotal,pvAvg
,S1-00-01,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-01-01,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-01,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-02,3,100,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-03,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-04,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-05,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-06,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-07,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-08,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-09,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-11,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-12,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-15,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-16,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
,S1-02-17,20,6,25,40,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0.09
,S1-02-18,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00
